capacite;effectif_total_candidats;effectif_total_candidates;effectif_total_proposition_admission;effectif_total_admis;effectif_total_admises;effectif_total_admis_boursiers_neo_bac;effectif_total_admis_neo_bac;effectif_admis_meme_academie
96;1044;229;753;41;7;1;29;20
51;1205;193;231;53;6;8;27;21
32;384;131;138;21;5;1;16;15
15;227;18;68;6;1;1;3;3
35;396;220;62;35;22;5;29;21
35;443;224;98;34;21;3;31;28
24;293;44;122;25;2;5;20;18
15;152;22;41;8;0;3;6;5
27;348;34;126;22;0;7;19;18
30;234;157;100;24;16;2;23;23
97;1842;183;397;99;3;20;97;92
50;467;119;245;40;11;3;30;22
25;26;8;26;11;3;0;8;8
28;335;149;117;26;9;6;18;17
36;1280;682;215;34;19;8;27;26
30;1770;1148;155;26;20;6;22;18
12;271;55;45;9;2;1;6;6
36;641;269;113;38;21;4;33;7
15;150;14;52;13;1;4;9;5
15;97;8;46;11;2;1;8;7
72;1245;539;569;62;24;6;58;42
27;489;296;117;26;19;5;19;11
35;367;174;104;22;9;10;14;14
40;230;94;40;8;2;3;6;6
52;350;105;241;45;10;8;31;15
18;1246;566;105;18;7;3;15;15
26;305;240;173;16;15;1;10;4
40;226;123;150;18;14;5;17;10
24;371;29;128;17;1;5;14;12
15;187;22;62;11;1;2;5;5
30;273;15;133;28;0;4;21;1
35;1147;560;202;25;11;7;20;13
23;54;17;40;12;5;2;9;8
10;112;14;38;2;0;1;1;1
18;219;87;85;11;4;2;5;5
44;259;70;117;19;4;2;14;5
48;250;161;188;45;30;4;45;43
35;444;227;162;21;12;5;17;15
12;183;35;40;13;0;1;9;8
35;211;103;99;17;6;4;14;13
24;55;35;38;0;0;0;0;0
24;653;387;104;18;14;3;13;13
12;175;58;15;12;1;0;8;2
48;324;19;182;36;1;1;29;29
40;674;179;335;46;6;8;43;27
48;402;100;231;46;12;4;32;19
30;473;66;131;25;0;6;17;14
36;812;129;103;36;4;11;27;19
35;971;588;142;30;22;7;19;14
15;84;10;47;10;1;3;8;6
36;505;270;125;36;23;8;33;32
36;1887;766;152;27;11;5;10;7
135;1776;884;573;135;73;37;114;91
22;145;134;91;14;12;3;10;7
36;377;205;157;25;12;8;19;17
53;613;508;313;46;39;10;34;18
32;576;457;170;28;24;7;21;15
24;379;259;89;19;14;1;10;9
70;494;225;259;52;19;14;47;38
18;129;53;73;19;8;3;11;8
35;202;83;74;17;4;2;13;11
38;90;26;55;13;3;3;13;10
96;1664;599;681;98;34;1;87;62
32;224;120;113;28;14;12;26;25
34;577;79;175;30;3;6;18;17
35;826;400;176;23;8;11;15;15
40;446;90;215;35;5;2;34;28
15;224;27;73;16;1;6;12;11
28;1023;805;154;27;23;4;21;13
56;715;407;405;46;26;4;35;21
56;696;459;438;56;38;8;42;28
19;125;68;58;8;5;1;5;4
35;411;176;162;33;11;9;27;27
30;819;472;178;28;20;6;17;13
24;290;86;103;24;3;8;18;11
35;376;118;171;23;6;0;22;20
15;94;6;32;0;0;0;0;0
35;126;75;81;13;8;0;8;7
35;236;78;95;12;4;1;12;10
24;313;186;86;18;13;4;14;14
24;125;80;84;23;15;3;16;13
32;418;193;68;27;15;3;5;2
35;689;287;136;36;18;12;24;23
30;332;33;117;19;1;7;13;12
28;504;109;129;22;0;9;18;14
35;1116;610;176;30;15;6;22;22
35;231;169;146;15;12;2;14;14
35;503;337;172;35;25;11;27;27
35;301;105;70;33;12;7;31;30
16;154;22;67;7;0;0;7;7
24;117;7;75;17;1;3;14;13
67;543;39;347;60;4;4;51;48
52;250;58;179;29;9;0;20;19
35;612;271;211;30;12;4;27;27
35;971;462;222;27;12;7;26;26
29;459;293;124;24;18;3;15;14
15;305;123;75;8;3;0;5;3
24;164;92;103;7;7;1;5;3
30;392;126;177;11;1;1;7;7
24;313;272;106;22;21;11;17;17
96;1458;428;630;90;20;10;88;68
84;1431;541;657;74;19;7;69;52
35;668;77;134;32;1;5;23;22
15;225;24;70;18;4;5;17;17
15;62;8;35;13;3;4;12;12
35;444;201;142;21;9;6;18;17
15;108;8;46;11;0;3;10;8
32;304;121;105;29;13;6;29;29
15;108;5;51;15;1;4;12;12
158;2686;1313;851;161;83;40;149;121
35;314;125;87;32;12;7;22;22
24;225;100;78;23;8;4;19;19
24;394;247;90;21;21;8;19;19
24;569;157;93;19;2;7;16;16
35;817;405;151;32;14;9;29;28
15;170;27;64;11;2;3;8;7
15;630;421;123;15;12;3;10;9
59;837;689;228;50;41;7;34;30
6;828;326;12;6;4;1;5;2
6;599;104;16;7;2;1;5;3
6;273;59;17;6;0;1;6;5
24;256;89;82;15;6;3;10;7
19;114;50;32;9;8;2;7;6
23;173;97;69;18;8;6;13;13
18;67;18;34;6;4;2;4;4
18;218;51;53;12;1;1;10;9
35;426;217;104;35;22;16;34;34
36;477;360;186;24;19;3;15;14
15;18;0;17;2;0;2;2;2
18;217;38;39;11;0;6;11;11
22;262;187;64;21;13;11;21;21
33;729;385;112;30;14;16;29;29
30;167;8;74;26;0;12;23;21
45;1218;275;161;49;3;21;38;36
15;193;14;55;17;0;3;14;14
17;46;7;31;12;2;1;7;6
35;761;339;154;21;7;9;15;14
48;1066;698;384;52;35;7;51;26
15;14;0;14;1;0;1;1;1
30;754;649;181;28;24;8;15;14
30;629;98;123;27;2;7;13;12
26;430;280;65;25;18;5;23;11
13;470;201;38;13;7;4;11;6
32;998;495;166;25;15;9;15;14
30;225;137;100;26;13;14;21;20
35;608;511;208;30;25;10;14;11
59;719;321;186;57;22;23;47;47
48;283;149;182;25;13;3;24;17
35;1121;313;152;34;8;11;26;22
35;1137;657;187;32;17;22;27;27
70;1346;182;264;71;2;24;55;50
86;986;93;408;68;6;9;41;32
34;160;45;106;24;5;2;8;8
24;105;41;56;9;4;1;6;6
27;229;95;107;22;7;2;12;11
45;111;108;79;15;15;6;12;12
35;105;84;67;15;14;2;10;10
20;103;57;54;12;7;4;10;9
35;315;165;131;24;10;2;13;13
24;145;93;45;14;9;4;11;11
30;605;436;163;22;11;3;13;10
162;1867;872;766;165;78;30;126;112
38;270;140;127;33;17;11;24;19
30;138;75;89;20;10;3;9;9
48;293;193;211;34;26;2;34;24
36;165;60;73;12;3;2;9;8
30;267;200;163;27;21;10;16;12
45;359;315;107;40;35;9;29;14
25;948;401;36;8;3;4;8;7
16;404;350;34;16;16;1;10;6
80;728;127;215;73;15;12;41;28
20;69;36;42;8;3;2;6;6
15;276;75;48;12;1;3;9;5
34;2309;1263;178;31;21;12;22;20
30;405;178;105;27;13;10;23;23
30;244;129;76;31;20;10;24;24
72;438;117;232;55;10;3;39;27
100;1466;1179;529;57;40;6;17;13
30;115;8;55;27;1;12;27;27
35;778;420;108;29;21;17;21;21
33;353;217;118;30;19;18;26;23
32;570;272;149;25;12;5;22;19
48;411;143;238;23;11;3;20;14
12;230;33;51;10;1;4;9;9
24;66;7;47;14;1;5;10;7
30;989;715;202;28;22;4;14;10
35;713;397;115;34;24;5;14;14
32;379;172;110;24;10;9;16;15
24;385;181;116;26;15;6;12;8
16;191;116;57;13;8;7;12;12
17;165;86;59;8;4;2;6;6
45;356;162;148;32;12;8;24;23
35;321;192;115;32;18;5;19;16
18;347;183;68;16;9;7;13;10
80;687;215;383;49;11;11;37;22
70;439;110;228;64;12;18;40;28
80;1228;607;492;70;40;16;50;38
35;574;329;143;33;26;9;25;25
15;254;37;48;7;0;2;4;4
6;42;4;17;2;0;2;2;2
24;199;132;102;16;14;8;13;12
15;296;243;65;18;11;4;9;7
6;33;2;12;4;0;1;3;3
52;408;31;286;41;2;4;35;25
48;910;333;380;34;15;2;10;7
32;269;50;84;18;3;4;13;13
35;348;175;125;32;13;17;27;27
35;465;159;96;34;5;15;31;31
32;502;145;110;29;4;13;27;27
15;255;33;39;7;1;4;6;6
32;221;39;101;26;6;2;8;7
32;149;5;64;30;1;9;25;24
30;1106;785;144;30;21;8;20;20
35;359;174;90;19;11;8;17;17
24;775;389;104;21;11;4;12;11
30;873;677;153;36;28;6;22;21
18;201;100;50;16;14;3;11;11
26;187;41;67;11;2;2;9;8
25;73;10;45;7;1;2;6;5
38;157;18;70;18;1;8;16;15
22;109;49;47;13;7;2;9;9
25;299;146;95;15;7;0;8;7
52;371;25;259;41;2;10;30;24
52;471;39;234;58;0;13;53;42
35;601;393;172;31;23;3;13;12
24;245;54;119;9;3;2;8;7
183;1773;781;381;181;100;54;148;146
56;723;386;381;50;30;8;41;33
30;413;99;143;27;7;8;24;22
30;374;95;92;22;3;7;16;16
24;195;96;133;23;7;6;22;18
70;1561;799;319;66;32;18;53;47
35;855;423;185;36;15;10;19;17
24;566;201;290;15;3;1;14;13
24;316;17;105;20;0;7;13;12
6;41;9;15;5;2;0;0;0
35;493;165;259;26;6;1;15;11
70;1486;759;389;67;35;28;49;43
24;266;113;95;21;7;3;18;13
27;415;141;94;24;5;4;21;17
124;1454;135;522;124;7;23;103;61
52;689;66;342;55;3;8;48;23
26;94;29;55;8;3;2;5;4
32;352;84;197;30;6;1;21;8
25;101;8;63;15;2;4;13;12
22;91;6;47;25;1;5;19;16
15;205;23;56;15;2;3;13;10
29;238;50;67;25;6;4;25;25
13;831;155;26;13;5;4;11;9
35;616;350;190;30;18;5;25;21
16;94;14;27;10;0;2;9;8
24;218;135;66;11;8;1;10;9
32;252;225;110;33;32;10;28;26
103;1957;905;394;102;58;14;95;84
103;2470;1220;425;110;58;21;102;83
15;64;25;12;4;4;0;3;3
48;368;144;120;46;19;8;41;30
35;734;370;169;33;19;12;29;23
32;757;124;160;31;2;10;26;22
20;73;12;32;5;1;1;3;3
90;544;274;336;80;30;14;67;43
54;454;96;283;46;5;8;33;14
24;330;167;117;22;15;1;16;5
24;104;13;58;20;4;4;14;14
24;366;52;109;23;2;3;17;13
24;216;18;111;20;0;9;16;14
135;2558;1200;761;140;61;16;130;64
48;1761;560;383;44;7;9;41;37
12;169;8;90;5;0;3;4;4
36;393;182;128;28;11;9;25;24
72;1275;728;310;67;55;22;50;30
56;604;55;395;32;0;5;23;16
39;945;471;203;31;14;3;27;11
19;131;52;43;7;2;2;7;6
35;485;283;122;20;11;11;19;19
35;316;229;158;30;20;9;22;22
32;252;182;133;24;18;6;24;14
48;1333;972;206;47;36;2;45;30
30;1588;1215;188;30;21;12;22;16
35;1071;861;205;32;26;3;18;13
24;248;36;102;15;5;3;8;7
15;163;25;64;14;2;2;10;7
36;281;137;202;31;18;10;28;25
36;770;539;168;33;27;12;25;23
60;1555;724;247;52;28;22;39;35
64;1321;244;241;61;9;15;35;30
120;385;190;293;96;45;10;53;36
70;1202;834;326;59;49;9;33;30
125;1399;272;530;130;26;14;121;84
96;1254;137;259;95;7;17;77;66
112;2015;977;214;117;68;22;109;98
24;169;10;102;11;0;3;10;10
60;720;467;216;57;40;6;42;33
107;1986;970;409;105;59;33;101;86
24;301;55;106;19;1;6;17;14
25;217;173;63;13;10;0;6;6
35;316;224;155;24;19;8;17;17
36;873;449;122;42;23;10;34;33
35;217;24;111;25;3;7;22;20
12;80;8;46;8;0;2;7;7
24;376;25;97;18;0;3;15;15
24;807;441;107;19;15;3;14;13
24;307;212;93;17;14;6;11;10
28;191;91;125;12;5;2;11;11
15;63;37;29;12;7;0;12;6
35;859;617;180;34;27;16;26;19
35;1995;1073;223;34;18;21;30;17
70;1301;647;314;65;29;30;56;43
35;2637;1873;188;30;22;8;23;14
35;1643;1463;215;33;31;18;26;18
32;1261;920;139;31;26;14;25;21
35;2877;1745;231;34;25;10;23;18
48;2146;837;1101;47;12;4;47;23
24;646;360;128;21;13;7;19;16
18;438;77;83;17;3;7;12;8
100;3503;2247;311;100;73;11;88;11
145;4110;848;757;143;28;32;132;75
20;160;103;42;20;15;7;19;10
42;1282;761;250;45;27;11;38;15
40;2510;838;316;47;13;0;47;13
25;273;49;70;23;2;1;13;13
32;641;478;150;27;22;1;16;9
38;744;395;265;39;21;6;32;22
24;217;7;62;24;0;4;22;22
34;209;45;113;23;6;1;14;8
56;961;330;149;58;20;13;49;33
15;225;162;74;15;13;0;12;5
10;153;123;55;10;7;3;8;4
10;133;83;45;10;7;1;9;2
5;244;160;39;5;3;2;3;1
30;465;204;143;29;9;3;22;9
24;514;74;185;14;1;3;6;5
168;2323;1097;982;156;74;42;137;102
24;303;22;120;10;0;2;9;2
35;829;496;219;27;16;7;18;17
96;4052;1146;711;92;17;9;85;54
48;1836;1292;430;47;38;4;47;26
24;935;130;107;26;3;7;22;18
35;2321;1210;238;33;18;13;26;21
52;525;176;113;52;20;5;47;19
56;363;68;141;53;8;8;39;25
150;4864;3870;586;154;124;34;148;59
28;469;305;67;28;20;4;18;9
15;272;115;24;15;7;4;15;2
30;185;18;89;25;1;1;23;9
52;528;187;330;43;14;5;36;16
54;265;63;178;37;7;2;26;20
30;584;325;158;27;18;5;22;15
40;270;128;137;17;8;4;14;11
15;83;8;61;20;4;5;11;7
15;67;4;44;10;0;1;5;5
15;130;7;49;13;0;5;8;8
15;240;102;44;7;3;1;6;4
30;804;153;216;23;3;0;22;5
72;366;20;270;39;0;10;37;29
24;101;92;63;15;15;1;13;11
35;139;131;101;29;26;4;21;18
27;288;131;102;23;8;5;18;16
27;484;173;104;9;4;2;8;4
15;54;6;44;12;1;1;9;7
18;113;60;71;14;8;5;9;7
45;383;69;252;24;1;2;21;16
24;214;26;111;8;0;4;7;5
91;1368;96;676;83;3;4;72;38
33;99;49;70;27;17;1;18;14
24;138;87;87;17;9;1;14;11
32;269;20;123;29;0;5;24;20
15;32;5;28;8;2;0;5;5
35;424;29;109;33;4;7;28;25
24;127;59;67;20;8;6;14;13
15;75;3;46;10;1;3;8;7
30;92;34;54;11;1;0;2;1
11;159;7;44;11;0;1;8;7
26;174;68;112;21;12;1;18;8
56;1999;1048;266;61;35;16;57;47
96;1465;486;845;72;23;5;69;57
48;572;386;294;36;27;3;33;28
24;216;16;93;14;1;3;8;7
24;269;183;120;23;17;9;20;19
34;632;335;132;32;18;11;27;18
15;141;3;65;14;0;4;13;9
24;114;29;73;15;2;1;8;7
96;401;196;228;81;37;4;55;39
34;299;174;156;33;20;3;19;9
35;115;44;75;17;11;2;17;13
104;1652;128;537;108;5;12;95;71
90;475;126;256;75;21;3;58;47
14;77;3;34;12;0;0;12;5
34;858;457;245;24;7;7;21;16
24;1508;1050;147;24;16;7;16;5
96;2616;1949;720;96;68;8;96;27
96;1872;711;714;92;33;11;76;30
24;657;502;40;24;21;4;23;5
24;2794;355;162;23;1;9;17;5
48;2968;804;726;45;12;7;41;7
48;1211;897;502;35;30;6;33;13
30;1310;791;157;32;22;7;32;3
30;572;205;157;27;7;5;15;4
35;1449;1312;203;33;30;11;19;8
90;1363;286;650;83;13;7;81;30
35;679;205;151;33;6;6;15;4
35;996;470;243;34;9;9;18;11
48;430;112;135;23;2;3;11;5
84;1423;966;397;68;41;16;44;10
30;1195;181;140;30;8;10;26;8
48;1178;423;517;39;7;4;37;11
47;1252;447;346;45;15;2;45;13
96;1674;1237;783;94;65;12;89;27
48;1706;651;579;47;17;5;45;8
24;1310;535;147;25;8;9;18;9
15;488;30;117;13;0;4;10;5
24;625;9;92;24;0;10;19;13
24;1602;151;192;28;1;6;27;9
48;758;118;215;53;6;14;30;3
24;628;7;110;23;1;7;12;3
24;685;70;133;27;1;4;11;6
48;2301;258;231;51;3;17;41;18
100;5689;3394;420;100;70;8;94;6
60;987;760;217;60;52;4;38;4
50;1391;912;167;49;42;10;39;16
30;72;58;64;11;8;1;10;1
25;709;631;104;25;25;4;22;1
35;209;150;104;32;25;7;25;8
30;755;560;158;27;21;3;17;3
30;1161;801;119;29;29;7;20;0
77;1849;1198;410;78;64;5;57;10
24;198;134;87;21;15;3;17;4
35;2844;1645;211;33;23;8;23;4
35;2040;925;238;32;17;13;20;11
35;4197;2932;161;31;24;5;12;1
250;1880;1219;914;247;173;12;217;62
24;342;167;124;19;11;7;14;5
34;416;144;132;24;9;4;9;7
30;252;115;167;21;7;0;17;4
70;447;369;295;40;34;11;30;7
36;661;256;257;33;15;7;27;17
36;552;58;139;36;3;6;25;15
32;278;248;171;21;17;2;17;3
56;1197;1108;205;53;49;9;31;4
56;1378;1099;111;56;43;13;51;8
14;140;8;47;7;0;2;6;6
29;261;90;85;18;7;7;17;17
35;519;296;145;30;21;5;28;28
35;605;375;213;33;24;13;23;22
35;1397;702;210;33;19;13;28;27
96;1753;476;414;97;19;16;94;79
96;1344;461;592;95;31;11;94;79
48;1248;893;247;48;35;4;48;33
48;567;135;294;46;6;7;44;42
60;490;63;208;54;6;9;43;38
35;790;712;156;31;29;5;26;24
35;573;394;156;27;23;12;19;19
15;237;31;66;15;0;2;13;13
100;1796;1032;273;99;74;9;89;37
104;1135;641;693;83;45;17;61;52
78;820;73;423;63;3;11;50;45
91;977;226;662;75;12;8;56;52
140;3337;2593;693;154;125;39;134;89
24;332;218;153;22;16;6;22;18
27;452;170;116;24;8;4;21;19
14;149;93;43;10;5;2;6;6
35;526;271;211;30;12;1;25;24
35;273;163;168;24;12;5;18;18
35;195;94;140;22;4;4;12;12
53;249;240;180;32;31;4;22;21
35;331;233;116;34;24;4;33;32
15;116;25;60;16;2;2;9;9
15;92;1;52;9;0;3;9;9
35;535;473;169;29;27;10;21;20
24;489;231;135;24;10;8;19;17
15;96;5;55;8;1;5;6;6
18;221;136;62;12;8;3;12;12
35;471;315;150;26;17;8;20;20
35;777;462;156;32;16;3;23;23
24;541;57;105;22;2;2;18;18
31;183;79;92;20;8;4;13;13
34;263;30;95;25;3;1;16;14
24;455;87;100;21;1;6;17;14
24;338;140;97;21;9;9;18;18
12;166;41;53;7;0;0;7;7
35;296;187;104;32;21;12;28;26
35;676;364;130;33;20;12;23;23
22;211;18;100;16;1;3;13;13
13;82;11;29;10;2;5;9;5
26;1301;699;154;27;18;4;24;17
110;2503;1341;482;109;69;31;98;58
50;443;343;117;50;41;6;27;12
52;1790;577;118;53;25;11;43;26
31;415;148;118;16;5;1;7;5
34;747;226;100;34;9;5;33;7
33;134;40;95;21;6;4;17;11
33;690;330;183;34;22;9;24;17
33;573;242;169;31;11;10;20;18
34;560;207;279;32;9;3;32;27
222;2522;1252;1024;212;96;39;147;108
70;190;89;155;47;23;13;42;37
35;621;283;147;33;13;5;25;19
76;2840;271;651;79;4;26;76;61
68;591;488;279;70;65;21;65;31
50;1443;740;239;50;30;16;42;40
56;1857;1011;336;55;30;10;50;47
48;1193;329;348;46;11;2;46;43
96;3348;1215;358;95;29;2;94;78
22;726;532;203;23;21;2;13;8
22;343;46;102;22;1;8;20;14
35;652;350;134;36;15;10;24;22
35;821;341;185;36;17;1;33;27
35;242;87;146;29;9;3;21;19
28;202;82;109;19;8;1;13;5
35;742;416;171;27;19;6;18;16
18;138;56;61;16;8;7;10;8
20;121;12;56;14;1;3;13;11
20;141;12;71;15;2;1;14;2
31;1227;543;147;23;10;5;21;20
21;380;88;47;13;2;4;6;5
18;166;75;69;12;4;4;9;9
34;204;107;147;32;14;6;21;17
24;940;663;101;25;20;3;16;14
32;248;195;142;28;21;2;10;8
32;456;258;88;28;16;8;24;23
32;190;18;103;28;2;5;27;19
48;444;291;257;35;25;8;34;29
30;838;125;113;27;0;4;15;15
32;538;258;140;34;15;14;31;28
120;1082;96;667;109;6;18;86;66
17;161;45;49;8;2;2;6;5
28;536;369;167;28;21;3;11;7
15;58;10;32;9;0;4;9;8
35;149;86;73;18;9;1;9;7
40;299;24;160;36;5;5;33;26
30;483;75;118;31;2;7;24;22
33;546;284;159;29;16;6;19;19
26;80;48;55;16;13;7;11;9
20;34;14;30;9;5;2;9;8
26;271;175;145;23;17;4;20;12
24;418;359;141;22;21;6;15;11
35;532;255;186;25;12;11;20;18
96;1137;442;532;35;15;4;32;26
96;821;459;329;51;31;5;44;33
59;836;480;269;63;48;29;52;49
15;246;175;63;13;7;3;8;7
36;411;36;239;25;1;1;19;10
24;478;247;104;25;8;9;22;17
66;1690;1109;353;65;58;20;42;21
24;356;257;113;17;11;8;13;9
48;588;395;356;43;29;2;39;22
36;1344;732;169;36;16;18;30;28
36;588;284;141;37;20;16;29;28
24;276;27;99;16;1;3;14;13
30;351;27;115;19;0;9;11;9
12;105;5;54;11;1;2;9;9
24;292;199;122;19;16;11;11;11
24;354;233;127;24;13;10;19;17
16;139;55;58;7;3;3;4;3
16;208;103;52;10;5;6;10;6
16;402;138;86;9;0;3;8;7
28;291;176;122;21;12;2;16;8
36;964;547;246;35;19;8;26;10
36;724;496;221;37;24;13;33;12
40;992;451;184;37;18;14;27;26
24;772;350;77;10;6;0;6;4
24;289;69;141;21;5;3;21;20
24;151;108;75;16;13;2;10;9
35;392;215;103;33;21;4;28;23
35;286;229;141;34;30;3;30;24
15;23;7;23;2;2;0;0;0
24;124;51;39;7;2;0;6;5
32;801;324;148;31;10;3;24;11
32;369;217;154;25;15;3;17;10
44;109;22;71;10;0;1;7;5
35;1093;864;245;35;23;9;24;11
38;74;29;50;12;6;0;11;8
8;266;134;18;8;8;1;7;4
15;422;57;48;14;0;3;10;10
60;134;103;118;29;26;4;24;22
50;70;60;68;10;10;1;9;7
190;910;783;777;168;140;32;150;80
14;159;68;42;6;3;0;3;3
24;972;176;79;19;1;3;12;9
24;206;25;76;21;0;2;13;12
17;614;429;96;18;16;5;13;11
34;329;228;125;30;26;7;19;15
31;602;62;98;29;1;6;21;20
98;1171;697;834;83;52;7;53;23
79;1225;93;542;75;2;3;63;40
19;338;132;74;23;4;6;19;16
39;577;44;204;33;2;7;24;14
82;1823;873;574;76;44;24;71;46
48;684;249;336;48;18;4;46;26
35;433;64;143;37;5;10;27;21
18;483;361;114;19;15;2;8;7
24;275;13;81;22;1;5;20;20
140;1566;755;656;136;72;31;121;86
35;357;198;121;17;10;7;14;11
35;446;221;116;23;8;6;21;20
36;182;86;103;22;10;4;22;17
25;32;19;23;6;5;1;5;4
18;186;91;74;20;11;4;16;16
15;72;5;37;15;1;2;9;9
40;261;62;169;20;2;1;13;11
30;122;85;61;9;4;4;5;5
52;458;34;308;49;3;11;33;31
28;287;249;118;21;21;5;13;10
28;267;177;137;24;17;2;13;6
34;867;620;169;37;31;16;25;23
32;643;371;120;31;20;7;23;21
32;1362;704;179;30;19;9;20;19
32;462;221;139;32;16;18;26;21
30;342;18;126;24;0;12;23;21
32;81;36;57;16;6;0;7;5
35;386;122;212;31;9;3;27;25
31;585;292;131;31;22;10;24;24
28;442;45;148;20;0;10;19;15
27;579;322;159;19;12;2;10;8
24;218;16;81;23;1;1;22;20
47;440;117;190;43;7;6;35;24
40;516;68;206;32;2;2;28;22
40;566;153;163;39;14;9;20;10
54;527;70;276;41;4;4;31;28
32;829;741;208;30;29;9;19;15
12;1348;516;26;12;6;1;11;2
12;1569;433;23;12;2;2;12;7
32;1584;738;153;25;7;7;23;19
28;437;5;108;27;0;14;23;17
96;1389;1014;628;95;77;10;93;45
48;1476;942;314;48;31;3;48;16
35;1685;853;132;29;20;7;25;25
35;1517;552;160;30;11;4;16;12
32;460;60;125;27;3;7;22;15
45;1264;349;397;46;8;1;42;22
86;1527;123;499;90;3;23;82;62
28;346;29;126;19;1;2;10;9
30;650;584;143;27;23;11;20;14
20;297;126;66;17;8;2;12;5
28;289;24;121;25;3;6;21;12
39;239;106;143;29;12;4;16;13
80;1740;1323;497;75;66;30;55;25
16;206;11;60;14;0;4;13;8
35;2129;1386;217;29;21;7;27;18
50;865;678;210;50;45;6;28;12
32;823;371;190;29;14;16;23;21
24;1049;83;145;23;1;11;20;14
35;565;192;119;25;6;11;19;15
35;1189;537;186;33;11;11;23;23
32;668;455;115;31;19;15;27;27
35;834;402;266;35;15;2;10;6
32;1209;1106;151;28;26;13;17;14
24;1008;266;293;23;3;5;19;14
12;398;37;70;13;1;6;9;9
48;2078;1634;325;42;34;13;22;17
70;2533;1470;353;61;36;26;45;31
35;593;244;154;32;17;13;21;17
70;1176;311;393;60;10;15;54;53
35;2189;1391;214;35;21;15;25;22
35;2055;1260;188;29;18;12;24;23
96;1763;156;716;89;3;22;57;28
25;227;102;130;15;7;6;13;10
74;2075;268;337;73;5;27;71;29
24;402;308;69;24;23;6;14;4
35;1595;1046;195;33;25;11;19;13
35;1080;450;139;36;18;12;27;27
36;324;159;116;28;13;9;20;18
23;1470;692;118;20;8;11;20;20
23;1778;202;105;23;1;9;17;16
65;646;230;175;33;13;4;15;11
30;325;213;99;28;16;2;14;7
18;71;2;44;3;0;0;2;1
24;512;17;130;16;0;8;14;14
30;718;643;146;26;24;9;18;17
45;581;88;181;35;1;12;24;16
35;283;80;182;29;12;3;7;6
35;1174;668;190;28;19;11;20;18
24;693;77;116;21;0;3;12;11
24;292;22;134;22;1;6;14;11
35;556;179;290;31;8;1;31;30
35;1476;697;133;34;19;11;21;15
24;307;9;103;24;2;6;18;10
15;125;6;33;17;1;3;16;14
39;977;671;245;39;30;7;39;9
35;891;415;171;28;17;8;21;18
35;301;131;119;33;15;10;27;24
24;252;219;88;16;13;3;8;6
24;305;30;98;23;1;9;18;16
24;1358;231;260;22;5;3;13;10
80;2061;1477;337;80;59;4;68;43
90;1396;942;461;90;72;16;62;25
72;1326;112;453;79;4;23;51;37
78;1072;236;676;71;15;14;52;38
26;877;574;195;24;12;6;18;9
52;3178;2369;338;54;41;10;41;22
30;615;355;150;29;20;15;27;20
35;423;255;145;32;19;2;22;7
33;1978;918;167;31;16;16;25;19
35;607;264;158;35;17;14;28;24
35;920;428;222;31;13;11;23;19
35;903;456;163;34;18;2;22;17
35;1013;507;133;35;16;9;31;31
56;2697;920;306;61;33;20;43;21
32;313;186;199;19;10;1;12;5
50;483;266;87;50;32;9;40;38
28;254;148;91;24;15;15;23;23
15;344;221;102;12;8;5;10;9
45;342;233;163;35;23;9;31;30
30;357;223;102;24;19;12;18;18
34;484;259;121;36;17;21;30;30
32;516;305;113;28;18;11;27;23
15;141;73;33;15;8;8;15;13
26;252;30;60;20;0;10;19;19
26;150;13;52;20;2;13;20;19
28;239;164;108;21;13;11;17;17
18;164;48;41;18;5;12;18;18
24;415;361;74;23;22;19;20;20
30;378;223;108;30;18;16;28;28
45;248;82;141;40;16;5;35;31
40;100;72;75;13;11;3;13;13
14;243;175;58;12;10;1;6;4
28;169;55;69;24;6;5;18;18
28;261;40;76;23;4;14;22;22
30;445;219;137;27;12;12;24;23
20;239;230;42;15;15;8;10;8
50;166;65;31;10;4;3;10;8
18;102;46;54;12;6;1;7;7
26;264;177;102;23;15;6;21;19
28;626;541;69;25;23;16;25;25
26;343;198;53;26;17;14;23;23
32;867;500;131;28;10;19;27;25
30;315;176;98;30;20;14;29;29
32;434;238;132;24;17;12;21;19
30;260;30;110;28;2;11;24;21
45;346;181;66;45;27;11;31;27
52;494;84;212;52;10;13;49;42
15;119;10;56;14;0;8;12;12
35;362;239;149;33;19;15;26;25
36;235;131;120;35;21;9;23;20
35;150;69;77;22;11;5;12;10
15;123;85;52;15;13;10;15;14
28;110;66;45;27;18;5;21;21
20;162;121;44;18;15;9;15;15
20;172;114;38;14;7;3;12;12
25;37;17;33;19;9;3;13;7
40;98;41;84;35;13;2;33;32
15;146;30;76;5;1;0;4;2
35;894;788;164;27;24;7;18;18
28;787;550;174;22;12;12;19;8
15;205;28;50;11;0;2;11;10
45;581;457;138;41;37;6;38;17
30;429;354;106;26;25;11;22;18
35;760;579;210;29;19;5;22;17
60;1778;1420;177;56;50;21;47;9
30;298;256;59;28;26;9;27;19
24;278;239;54;23;22;2;18;14
30;7;5;7;2;0;1;2;2
65;266;156;123;51;40;3;44;28
8;17;1;12;1;0;0;1;1
72;4462;3936;1048;71;66;9;33;28
15;302;254;65;14;12;5;12;9
38;112;66;24;3;3;0;0;0
35;756;548;215;23;17;5;8;6
15;170;105;57;15;11;3;7;6
20;41;23;38;10;3;0;1;1
